ARS,AVL,BHA,BUR,CHE,CRY,EVE,FUL,LEE,LEI,LIV,MCI,MUN,NEW,SHU,SOU,TOT,WBA,WHU,WOL,GW
838.6814446981707,802.0132793625287,871.3217937674852,717.6861488212314,1365.7557457141072,728.7892090144038,624.007607866558,463.0898477825798,894.8079603355026,790.0356709670091,841.4422662859316,942.7192632144437,1089.2403717322836,411.46780857416456,483.7137057488198,676.7489012517964,326.03566954832013,281.6579947318084,598.2772309860783,584.5325096161258,17
1111.0471576114571,1109.8639969869,763.810995249288,442.0150307019426,969.3960574225822,540.6238908041634,409.4467152706263,431.63742892260154,1079.3024072603394,776.250384126947,1175.6933330490983,1002.9580196298095,1016.8525499900352,591.4971260443648,556.189599306745,503.68529608610237,437.2532129635285,299.87627455624994,615.0266587482047,680.208704079068,18
1139.888302416797,1091.2402021276462,820.6267811164902,578.9454523498412,1020.6365802809447,607.4056096320126,524.5437069302884,558.8573198801545,972.7231157354945,691.3889022804391,989.845657289378,1149.2999529038684,1314.2903699075257,573.0088084072312,656.1330860428006,513.1049389291071,847.862170954638,315.3203254681499,627.4024073600516,738.8854540587719,19
1360.2996181152948,1279.5516575048182,546.8849861025611,498.01714241658584,885.2583638605969,268.07107802842114,141.43576777718607,558.8096849022485,708.6112983702801,1172.9840670600965,1093.8687764408587,1517.8707518865483,1092.1934868727499,366.4955065276548,784.1231418177314,318.5631344625869,532.2496273537195,313.0240843829617,1109.4478059193505,864.4755744571073,20
1279.6587493217412,1321.594087407206,599.150912201929,509.0480070453741,797.6441495130944,303.00244035699063,173.06088921200515,479.4223889169721,505.0509673348831,1082.436623103069,993.930388883812,1410.2571177990428,910.3196971267702,370.31481205379487,759.8132523591084,234.15904889254978,490.6311439057021,525.8616948715508,1278.4318420534978,709.4317211259871,21
976.7904841169443,826.9710501724178,679.4769379855454,508.37797414007935,688.052797302378,364.75517245764223,152.1207279552837,430.2172456067049,420.8880924426814,1237.0095263817095,957.110390341335,1327.4326983533579,1003.4444429318828,682.8396706554254,450.0755517286309,405.5324616974571,649.1685445530381,555.0700511128427,1330.464066257238,616.2105550130985,22
778.5792832500106,821.0116912000482,758.3863387810559,381.3302317580286,736.3085247044812,440.4535492931176,300.86364671452395,487.2063818366217,557.9552442093459,806.6500143543478,1008.3789049871422,1625.772357344638,1354.9838850197075,751.6324651986367,465.61428720939745,418.0894723263177,670.893643849833,804.3673175465265,1129.842435682831,731.3412111461126,23
574.6294742400889,784.635402512963,669.6015495133962,654.4145667454088,687.6378913573268,393.1878051688945,422.19486311130936,735.2554301208488,643.9135714071158,894.6458072189427,1235.7289665486974,1635.2736473619548,1290.9032903801194,698.8244968320413,546.3434841545843,433.39843152413465,575.8643398859441,727.1477956028803,919.9120699655576,611.505346724976,24
735.3371295473027,762.2605874915403,814.1647443914194,864.1958022095873,870.4316979360298,345.1588362775119,604.4043522896434,933.5085503896331,745.8569401057057,1051.00072079126,1377.7211987587982,1548.3243359949402,1176.2713860782985,642.8760570323126,502.10771388409404,516.1836210481137,460.62827043057734,789.7832334592913,1101.2584905367457,618.1390012754746,25
650.6592038532556,594.5074185345994,899.5869561992009,665.3982475675382,778.3129968185267,402.60828155897605,886.1405652213945,792.2403276851134,854.3625349479255,739.1717640875715,1179.0097883191943,1357.095611995934,913.2746226911901,548.2195245279698,593.7312345353298,714.2565248787428,535.5473361705976,704.1886393571103,841.1689021207226,495.5168932506275,26
633.1026636252341,643.7678834599642,1058.7343547059802,895.8552801371566,946.0645684291968,413.3321185349608,954.9986030351577,923.6442383932458,813.6969422560364,787.4332542973257,1174.6329655699244,1496.7245293996398,1101.9336849993683,640.9344618175978,663.00057767205,665.1563426498651,959.016670462007,796.7684640659812,933.4705784003338,588.3672490007524,27
812.7155447327289,696.8161990591129,912.2931347818807,973.7799339328828,1016.8898147901313,377.07539976153026,924.3808568905348,914.3386409600107,927.3594932379286,816.0459378996107,902.6793405001788,1854.2082198594976,1034.2468458861163,570.3244454059408,707.3338159180962,827.7173193272504,1050.6548522975045,827.3151970508856,925.4046568490835,729.8589337349991,28
986.7990369401526,711.367768315082,830.5879048272724,1159.007550364705,895.3776883574682,429.2225604786967,876.7615561923784,840.4722157996049,966.6264627906506,875.8975937954277,771.7189256908233,2077.8753213896207,864.6715823703063,562.0208647867822,555.631030706611,840.7101973547312,957.7603419441228,804.6363162462022,816.9036257158124,627.4297429567439,29
1071.3094015020808,543.6066904627043,880.6105498209283,746.0419580478778,834.1821975111429,448.12577054165513,726.5008394101728,827.7989153945866,881.6327523670898,837.4275560459197,667.2267195460255,1662.9089057373562,755.9433267468105,546.3840501444647,362.4210036163135,818.197630642614,899.6522882887303,827.9744918067527,1077.044967156771,484.7172922281866,30
